Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
MDLA,Medallia Inc,18.5,-31.1,-18.4,374.325,124.339,21.0,76.42857361,2611.12,7/19/2019,584021109,0.0114275,374.325,124.339,8.12774,13098400.0,16 - 18,Priced Above Range,1.0,5.0,5.0,1
MDLM,Medley Management Inc,-31.9,-8.0,-6.3,108.0,6.0,18.0,-8.888889313,0.0,9/24/2014,58503T205,-0.4,108.0,6.0,6.02147,183364.0,20 - 22,Priced Below Range,3.0,26.0,39.0,0
MDLZ,Mondelez International Inc,8.0,14.9,4.6,8680.0,1735.0,31.0,0.806451619,53785.0,6/13/2001,609207105,2.9,8680.0,1735.0,82.2549,1123290000.0,30 - 31,Priced Within Range,0.0,10.0,108.0,0
MDSO,Medidata Solutions Inc,16.8,8.1,4.1,101.43,23.2987,14.0,21.4285717,326.18,6/25/2009,58471A105,1.5,101.43,23.2987,2.64705,1653260.0,13-Nov,Priced Above Range,1.0,5.0,22.0,1
MDWT,Midwest Holding Inc,184.1,-55.3,-0.0487292,70.0,3.7376,70.0,-19.6428566,261.632,12/17/2020,59833J206,-6.7,70.0,3.7376,51.3904,1915820.0,70 - 74,Priced Within Range,3.0,18.0,60.0,0
MEC,Mayville Engineering Co Inc,27.1,-1.6,0.6,106.25,19.6935,17.0,-3.117647171,334.789,5/9/2019,578605107,0.7,106.25,19.6935,49.0828,9901340.0,19 - 21,Priced Below Range,8.0,50.0,119.0,0
MEDP,Medpace Holdings Inc,23.3,15.9,15.6,185.15,40.6921,23.0,20.82608604,935.918,8/11/2016,58506Q109,7.3,185.15,40.6921,109.2,33961200.0,20 - 23,Priced Within Range,0.0,0.0,0.0,0
MEG,Montrose Environmental Group I,66.4,-4.6,-1.9,172.5,21.832,15.0,46.66666794,327.48,7/23/2020,615111101,1.4,172.5,21.832,111.644,33171200.0,15 - 17,Priced Within Range,8.0,33.0,134.0,0
MEIP,MEI Pharma Inc,16.9,-133.8,-30.9,15.6,56.686,7.5,0.0,425.14,12/18/2003,55279B202,-0.3,15.6,56.686,38.4142,51191100.0,4.50 - 6.50,Priced Above Range,0.0,21.0,29.0,1
MESA,Mesa Air Group Inc,-7.6,3.2,-5.2,131.694,35.9251,12.0,-2.083333254,422.413,8/10/2018,590479135,3.7,131.694,35.9251,41.1313,14928700.0,14 - 16,Priced Below Range,5.0,37.0,67.0,0
MET,MetLife Inc,4.7,9.2,0.3,2878.5,831.0,14.25,8.771929741,11841.8,4/4/2000,59156R108,14.6,2878.5,831.0,101.795,798688000.0,13 - 15,Priced Within Range,3.0,18.0,190.0,0
META,Meta Platforms Inc,37.1,33.3,16.5,16006.9,2138.08,38.0,0.610032916,81247.2,5/18/2012,30303M102,20.4,16006.9,2138.08,77.8534,1750670000.0,34 - 38,Priced Within Range,4.0,8.0,167.0,0
METC,Ramaco Resources Inc,67.7,14.0,27.2,81.0,39.0626,13.5,0.370370358,527.345,2/3/2017,75134P303,1.2,81.0,39.0626,63.2938,27926300.0,15-Dec,Priced Within Range,2.0,35.0,62.0,0
MFAC/U,BM Technologies Inc,42.9,17.9,10.7,169.289,16.9289,10.0,0.200000003,169.289,8/24/2018,58518F208,2.3,169.289,16.9289,4.37123,740000.0,10-Oct,Priced Within Range,1.0,5.0,5.0,0
MFGLQ,MF Global Holdings Ltd,11.9,-3.6,-0.5,2921.39,119.632,30.0,-8.166666985,3588.96,7/19/2007,55277J108,-2.4,2921.39,119.632,0.0240901,39845.0,36 - 39,Priced Below Range,3.0,26.0,76.0,0
MG,Mistras Group Inc,14.2,0.5,0.6,125.0,26.4588,12.5,0.639999986,330.74,10/8/2009,60649T107,1.4,125.0,26.4588,57.4815,17184400.0,14 - 16,Priced Below Range,8.0,32.0,55.0,0
MGNI,Magnite Inc,111.3,0.0138766,-3.6,116.799,35.7393,15.0,33.93333435,536.09,4/2/2014,55955D100,1.0,116.799,35.7393,70.0844,93481900.0,15 - 17,Priced Within Range,4.0,8.0,219.0,0
MGNX,MacroGenics Inc,-26.1,-260.9,-64.8,92.0,24.7717,16.0,56.1875,396.35,10/10/2013,556099109,-2.4,92.0,24.7717,132.218,81281300.0,16 - 16,Priced Within Range,0.0,21.0,29.0,0
MGP,MGM Growth Properties LLC,-1.3,26.2,2.1,1207.5,57.5,21.0,4.809523582,1050.0,4/20/2016,55303A105,4.5,1207.5,57.5,30.618,47994700.0,18 - 21,Priced Within Range,3.0,3.0,63.0,0
MGTX,MeiraGTx Holdings plc,142.2,-211.0,-34.8,75.0,27.1841,15.0,0.0,407.762,6/8/2018,N.A.,-0.2,75.0,27.1841,69.2061,30952900.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
MIC,Macquarie Infrastructure Holdi,-72.1,1137.3,156.5,615.25,23.4001,25.0,11.19999981,585.0,12/16/2004,55608B105,-3.2,615.25,23.4001,42.312,37651500.0,25 - 25,Priced Within Range,7.0,27.0,220.0,0
MICU,Vicuron Pharmaceuticals Inc,-12.8,-937.9,-30.4,50.6,22.0395,11.0,-9.943181992,242.435,8/3/2000,926471103,-1.5,50.6,22.0395,1.31e-05,8.0,13-Nov,Priced Within Range,0.0,13.0,65.0,0
MIK,Michaels Cos Inc/The,3.9,5.6,7.0,472.223,203.104,17.0,0.117647059,3452.77,6/27/2014,59408Q106,8.3,472.223,203.104,2.18179,3090660.0,17 - 19,Priced Within Range,5.0,17.0,221.0,0
MIME,Mimecast Ltd,17.4,5.9,4.8,77.5,54.0025,10.0,1.0,540.025,11/19/2015,N.A.,1.9,77.5,54.0025,21.8412,14621800.0,12-Oct,Priced Within Range,4.0,8.0,204.0,0
MIRKQ,Mirant Corp/Old,-11.4,-10.4,-16.8,1276.0,330.0,22.0,34.65909195,7260.0,9/27/2000,604675108,0.1,1276.0,330.0,0.00520682,21112.0,15 - 17,Priced Above Range,7.0,39.0,222.0,1
MJN,Mead Johnson Nutrition Co,-8.0,14.5,14.3,828.0,76.8446,24.0,10.125,1844.27,2/11/2009,582839106,3.7,828.0,76.8446,0.288165,529186.0,21 - 24,Priced Within Range,0.0,13.0,199.0,0
MKTX,MarketAxess Holdings Inc,1.4,36.9,15.3,63.25,22.8158,11.0,59.0,250.97,11/5/2004,57060D108,7.5,63.25,22.8158,115.757,43567400.0,8.50 - 10.50,Priced Above Range,0.0,7.0,115.0,1
MLNTQ,Melinta Therapeutics Inc,184.7,-163.0,-89.0,57.96,21.029,6.0,1.0,126.17,2/3/2012,58549G209,-18.6,57.96,21.029,24.8256,3413690.0,13-Nov,Priced Below Range,0.0,13.0,15.0,0
MMI,Marcus & Millichap Inc,80.8,10.9,19.1,82.8,36.6009,12.0,11.83333302,439.21,10/31/2013,566324109,6.4,82.8,36.6009,101.53,39968100.0,14 - 16,Priced Below Range,3.0,34.0,130.0,0
MMLP,Martin Midstream Partners LP,31.2,-0.0239112,3.6,55.1,3.335,19.0,-6.842105389,55.1,11/1/2002,573331105,0.9,55.1,3.335,54.2205,21065100.0,19 - 21,Priced Within Range,2.0,2.0,2.0,0
MMP,Magellan Midstream Partners LP,17.7,35.9,13.7,98.9,5.67969,21.5,11.6279068,122.11,2/6/2001,559080106,5.4,98.9,5.67969,58.9397,120789000.0,20 - 22,Priced Within Range,2.0,2.0,2.0,0
MN,Manning & Napier Inc,14.6,17.2,11.1,163.006,13.5839,12.0,0.0,163.01,11/18/2011,56382Q102,1.7,163.006,13.5839,75.9074,14516800.0,15 - 17,Priced Below Range,3.0,26.0,39.0,0
MNDT,Mandiant Inc,20.9,189.5,27.4,349.0,119.746,20.0,80.0,2394.92,9/20/2013,562662106,0.2,349.0,119.746,23.3523,54849000.0,15 - 17,Priced Above Range,4.0,8.0,204.0,1
MNKD,MannKind Corp,15.8,-107.2,-36.6,91.7994,32.3915,14.0,0.571428597,453.48,7/28/2004,56400P706,-0.2,91.7994,32.3915,46.4735,122316000.0,13 - 15,Priced Within Range,0.0,13.0,65.0,0
MNRL,Brigham Minerals Inc,75.7,42.2,19.5,300.15,21.0317,18.0,10.66666698,378.571,4/18/2019,10918L103,2.4,300.15,21.0317,94.7653,51339500.0,15 - 18,Priced Within Range,2.0,28.0,43.0,0
MNTA,Momenta Pharmaceuticals Inc,-68.4,-1215.2,-45.4,39.9912,24.5632,6.5,20.15384674,159.66,6/21/2004,60877T100,-2.0,39.9912,24.5632,20.1116,23925900.0,6.50 - 7,Priced Within Range,0.0,13.0,90.0,0
MNTV,Momentive Global Inc,18.1,-27.7,-14.7,207.0,124.475,12.0,43.66666794,1493.7,9/26/2018,60878Y108,0.3,207.0,124.475,102.451,152306000.0,11-Sep,Priced Above Range,1.0,5.0,81.0,1
MNTX,Manitex International Inc,26.2,-2.1,-6.4,17.25,4.5,6.0,15.0,27.0,2/15/2005,563420108,0.3,17.25,4.5,53.0199,10658100.0,7-May,Priced Within Range,5.0,58.0,197.0,0
MOBL,MobileIron Inc,6.2,-23.8,-23.3,115.0,76.3155,9.0,22.44444466,686.84,6/12/2014,60739U204,-0.0218781,115.0,76.3155,5.79583,6872940.0,10-Aug,Priced Within Range,1.0,5.0,81.0,0
MODN,Model N Inc,13.3,-13.0,-7.5,120.141,22.4486,15.5,28.90322495,347.95,3/20/2013,607525102,0.6,120.141,22.4486,114.725,42494700.0,14.50 - 14.50,Priced Above Range,1.0,5.0,5.0,1
MODV,ModivCare Inc,46.3,-0.3,-2.7,59.34,7.70134,12.0,16.66666603,92.42,8/19/2003,60783X104,13.2,59.34,7.70134,114.458,16182400.0,12-Oct,Priced Within Range,0.0,0.0,35.0,0
MOH,Molina Healthcare Inc,42.9,2.3,7.0,132.825,25.3988,17.5,14.28571415,444.48,7/2/2003,60855R100,36.6,132.825,25.3988,117.062,68364400.0,16 - 18,Priced Within Range,0.0,0.0,142.0,0
MORF,Morphic Holding Inc,-55.9,-482.6,-13.5,103.5,30.4964,15.0,20.0,457.446,6/27/2019,61775R105,-2.3,103.5,30.4964,92.0601,35491500.0,14 - 16,Priced Within Range,0.0,13.0,15.0,0
MORN,Morningstar Inc,22.3,11.3,4.0,161.956,38.4466,18.5,8.378377914,711.26,5/3/2005,617700109,10.4,161.956,38.4466,62.6946,26611500.0,16 - 19,Priced Within Range,0.0,7.0,115.0,0
MOSC/U,Vivint Smart Home Inc,18.1,-20.6,-4.2,345.0,34.5,10.0,1.5,345.0,10/19/2017,61946M209,0.3,345.0,34.5,3.92522,1354200.0,10-Oct,Priced Within Range,0.0,7.0,58.0,0
MOTS,Motus GI Holdings Inc,298.9,-4867.7,-77.9,17.5,15.573,5.0,-12.39999962,77.865,2/14/2018,62014P405,-6.1,17.5,15.573,5.28202,245909.0,7-May,Priced Within Range,0.0,22.0,61.0,0
MPG,Metaldyne Performance Group In,-8.4,3.4,3.0,171.715,67.0733,15.0,0.733333349,1006.1,12/12/2014,59116R107,4.7,171.715,67.0733,0.00109682,745.0,18 - 21,Priced Below Range,5.0,38.0,69.0,0
MPLX,MPLX LP,32.4,30.6,11.0,437.69,39.5465,22.0,23.63636398,870.02,10/26/2012,55336V100,4.7,437.69,39.5465,25.3689,254512000.0,19 - 21,Priced Above Range,2.0,2.0,2.0,1
MPOYQ,Amplify Energy Corp,69.6,-9.3,0.6,358.8,65.6344,13.0,15.38461494,853.25,4/20/2012,59804T308,1.6,358.8,65.6344,0.00612013,659.0,16 - 18,Priced Below Range,2.0,28.0,43.0,0
MPSX,Multi Packaging Solutions Inte,2.7,0.1,0.9,246.675,77.4394,13.0,21.76922989,967.712,10/22/2015,N.A.,1.8,246.675,77.4394,0.00135268,1051.0,15 - 17,Priced Below Range,8.0,48.0,107.0,0
MPW,Medical Properties Trust Inc,23.6,42.4,6.4,145.812,37.6359,10.5,4.761904716,395.18,7/7/2005,58463J304,1.3,145.812,37.6359,91.8428,549220000.0,12-Oct,Priced Within Range,3.0,3.0,136.0,0
MPWR,Monolithic Power Systems Inc,43.0,20.0,22.8,53.4295,26.684,8.5,15.76470566,226.81,11/19/2004,609839105,6.9,53.4295,26.684,104.035,48836300.0,9-Jul,Priced Within Range,1.0,4.0,4.0,0
MR,Montage Resources Corp,23.1,5.0,-7.6,818.1,160.0,27.0,-4.629629612,4320.0,6/20/2014,61179L100,7.6,818.1,160.0,0.251669,90661.3,27 - 30,Priced Within Range,2.0,28.0,43.0,0
MRAM,Everspin Technologies Inc,31.2,7.8,20.2,40.0,12.492,8.0,0.25,99.936,10/7/2016,30041T104,0.4,40.0,12.492,51.1515,10405500.0,8-Aug,Priced Within Range,1.0,1.0,1.0,0
MRBK,Meridian Corp,6.6,23.5,1.3,39.9993,0.0,17.0,7.352941036,0.0,11/7/2017,58958P104,27.4,39.9993,0.0,57.3177,3324730.0,17 - 19,Priced Within Range,3.0,9.0,10.0,0
MRC,MRC Global Inc,4.1,-0.5,2.7,477.273,101.487,21.0,0.190476194,2131.23,4/12/2012,55345K103,0.6,477.273,101.487,100.883,84346600.0,21 - 23,Priced Within Range,5.0,58.0,197.0,0
MRCC,Monroe Capital Corp,-12.5,60.3,1.3,86.25,5.0001,15.0,1.666666627,75.0,10/25/2012,610335101,0.9,86.25,5.0001,20.0262,4338940.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
MRIN,Marin Software Inc,-18.5,-53.0,-38.1,120.75,30.9113,14.0,16.1428566,432.76,3/22/2013,56804T205,-0.6,120.75,30.9113,14.7968,2384530.0,13-Nov,Priced Above Range,4.0,19.0,26.0,1
MRLN,Marlin Business Services Corp,-23.3,0.2,3.4,70.84,10.7456,14.0,15.35714245,150.44,11/12/2003,571157106,5.0,70.84,10.7456,34.0132,4090560.0,13 - 15,Priced Within Range,3.0,26.0,194.0,0
MRNA,Moderna Inc,2199.1,66.0,50.0,604.348,324.411,23.0,-19.13043404,7461.45,12/7/2018,60770K107,33.8,604.348,324.411,72.3472,277944000.0,22 - 24,Priced Within Range,0.0,21.0,29.0,0
MRNS,Marinus Pharmaceuticals Inc,793.1,-643.7,-8.0,46.064,13.9122,8.0,0.0,111.3,7/31/2014,56854Q200,-1.5,46.064,13.9122,68.7902,32828700.0,14-Dec,Priced Below Range,0.0,13.0,15.0,0
MRSN,Mersana Therapeutics Inc,-94.8,-395488.0,-78.2,75.0,22.6456,15.0,-6.666666508,339.684,6/28/2017,59045L106,-1.9,75.0,22.6456,101.812,101582000.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
MRT,MedEquities Realty Trust Inc,-6.2,9.8,0.3,256.319,31.6846,12.0,-3.416666746,380.215,9/29/2016,58409L306,0.7,256.319,31.6846,5.71206,1818760.0,14-Dec,Priced Within Range,3.0,3.0,136.0,0
MRVI,Maravai LifeSciences Holdings,181.3,22.7,11.5,1863.0,90.3798,27.0,10.55555534,2440.25,11/20/2020,56600D107,3.2,1863.0,90.3798,101.206,133126000.0,24 - 27,Priced Within Range,0.0,21.0,29.0,0
MSBI,Midland States Bancorp Inc,0.5,29.3,1.2,92.0612,15.3948,22.0,-0.454545468,326.678,5/24/2016,597742105,14.8,92.0612,15.3948,63.2499,14009500.0,22 - 24,Priced Within Range,3.0,9.0,44.0,0
MSCI,MSCI Inc,20.5,35.5,17.1,289.8,16.1,18.0,38.72222137,289.8,11/15/2007,55354G100,11.3,289.8,16.1,97.5423,77993000.0,16 - 18,Priced Within Range,1.0,5.0,223.0,0
MSP,Datto Holding Corp,19.2,8.3,2.2,683.1,160.849,27.0,0.370370358,4342.92,10/21/2020,23821D100,0.7,683.1,160.849,0.165145,273281.0,24 - 27,Priced Within Range,1.0,5.0,5.0,0
MSVB,Mid-Southern Bancorp Inc,5.8,19.7,0.7,25.599,0.0,10.0,13.3748188,0.0,7/12/2018,59548Q107,0.8,25.599,0.0,24.1855,694023.0,10-Oct,Priced Within Range,3.0,9.0,44.0,0
MTBC,CareCloud Inc,32.8,2.0,6.1,20.4,10.9829,5.0,-14.39999962,54.91,7/23/2014,14167R100,0.9,20.4,10.9829,20.6236,3138950.0,5-May,Priced Within Range,1.0,5.0,22.0,0
MTDR,Matador Resources Co,83.6,35.6,25.3,178.596,56.2699,12.0,-2.083333254,675.24,2/2/2012,576485205,9.0,178.596,56.2699,96.3733,113876000.0,14 - 16,Priced Below Range,2.0,28.0,43.0,0
MTEM,Molecular Templates Inc,105.3,-214.5,-44.9,42.7859,29.2549,7.0,2.0,204.78,2/4/2005,608550109,-0.5,42.7859,29.2549,74.5913,42033500.0,10-Aug,Priced Below Range,0.0,21.0,29.0,0
MTGE,MTGE Investment Corp,109.4,68.8,1.1,160.0,10.0061,20.0,-7.949999809,200.12,8/4/2011,55378A105,2.1,160.0,10.0061,0.344548,157795.0,20 - 20,Priced Within Range,3.0,3.0,6.0,0
MTSI,MACOM Technology Solutions Hol,11.2,65.1,32.5,131.1,45.2597,19.0,8.157895088,859.93,3/15/2012,55405Y100,2.5,131.1,45.2597,79.7096,56329500.0,17 - 19,Priced Within Range,1.0,4.0,4.0,0
MULE,MuleSoft Inc,57.9,-26.9,-23.0,254.15,14.95,17.0,45.58823395,2141.86,3/17/2017,625207105,0.0185586,254.15,14.95,0.100727,95103.0,14 - 16,Priced Above Range,1.0,5.0,81.0,1
MWA,Mueller Water Products Inc,12.2,6.1,5.0,460.0,28.75,16.0,4.6875,460.0,5/26/2006,624758108,0.3,460.0,28.75,111.882,174361000.0,16 - 18,Priced Within Range,8.0,36.0,206.0,0
MXL,MaxLinear Inc,86.4,4.7,10.9,103.75,30.4111,14.0,33.57143021,425.76,3/24/2010,57776J100,2.2,103.75,30.4111,94.2085,74015800.0,13-Nov,Priced Above Range,1.0,4.0,224.0,1
MYCC,ClubCorp Holdings Inc,3.3,0.3,-0.0204841,289.797,66.4695,14.0,3.571428537,930.57,9/20/2013,18948M108,2.4,289.797,66.4695,0.0100875,6612.0,16 - 18,Priced Below Range,5.0,12.0,140.0,0
MYFW,First Western Financial Inc,-2.3,21.3,0.7,43.1547,7.54,19.0,3.684210539,143.26,7/19/2018,33751L105,20.7,43.1547,7.54,61.7482,5861140.0,19 - 21,Priced Within Range,3.0,26.0,39.0,0
MYOG,Myogen Inc,5.4,-905.1,-37.7,80.5,25.6595,14.0,6.428571224,359.23,10/30/2003,6.29E+108,-1.4,80.5,25.6595,1.09098,477518.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
N,NetSuite Inc,33.2,-16.8,-11.5,185.38,60.4407,26.0,36.53845978,1571.46,12/20/2007,64118Q107,1.2,185.38,60.4407,0.0733221,59739.0,19 - 22,Priced Above Range,1.0,5.0,5.0,1
NARI,Inari Medical Inc,98.3,3.5,-5.7,179.227,48.18,19.0,123.7368393,0.0,5/22/2020,45332Y109,0.5,179.227,48.18,112.736,60486000.0,17 - 18,Priced Above Range,0.0,22.0,61.0,1
NATL,National Interstate Corp,3.7,3.3,1.4,59.724,18.9652,13.5,15.40740776,256.03,1/28/2005,63654U100,6.7,59.724,18.9652,100.0,19927200.0,12.50 - 14.50,Priced Within Range,3.0,18.0,25.0,0
NBEVQ,NewAge Inc,10.1,-14.0,-2.2,17.2477,29.0115,3.5,52.57143021,101.54,2/14/2017,650194103,-0.3,17.2477,29.0115,3.40658,5001290.0,5.39 - 5.39,Priced Below Range,0.0,30.0,47.0,0
NBHC,National Bank Holdings Corp,-13.1,31.4,1.0,158.283,46.232,19.25,1.818181872,889.97,9/20/2012,633707104,5.8,158.283,46.232,90.1589,33894600.0,20 - 22,Priced Below Range,3.0,9.0,203.0,0
NBLX,Noble Midstream Partners LP,8.6,17.5,5.1,323.438,17.7776,22.5,16.44444466,357.808,9/15/2016,65506L105,4.2,323.438,17.7776,2.04322,1846300.0,19 - 21,Priced Above Range,2.0,2.0,2.0,1
NBY,NovaBay Pharmaceuticals Inc,-15.2,-69.1,-26.8,21.738,21.1378,4.0,-9.5,84.55,10/26/2007,66987P300,-7.3,21.738,21.1378,0.00296207,55.0,6-Apr,Priced Within Range,5.0,58.0,197.0,0
NCIT,NCI Inc,-3.2,2.9,2.7,58.5113,5.62895,10.5,15.90476227,59.1,10/24/2005,62886K104,1.2,58.5113,5.62895,0.0442808,4037.0,12-Oct,Priced Within Range,1.0,1.0,31.0,0
NCLH,Norwegian Cruise Line Holdings,-49.3,-695.4,-17.8,514.117,203.997,19.0,30.47368431,3875.94,1/18/2013,N.A.,-6.7,514.117,203.997,58.7945,247758000.0,16 - 18,Priced Above Range,5.0,12.0,225.0,1
NCMI,National CineMedia Inc,26.7,-42.5,-3.2,882.0,38.0,21.0,22.23809433,798.0,2/7/2007,635309107,-1.1,882.0,38.0,38.8796,31881300.0,18 - 20,Priced Above Range,4.0,19.0,26.0,1
NCOM,National Commerce Corp,47.4,25.0,1.2,38.1225,9.4385,19.5,8.307692528,184.051,3/19/2015,63546L102,3.0,38.1225,9.4385,0.236523,49228.0,18.50 - 20.50,Priced Within Range,3.0,9.0,91.0,0
NCSM,NCS Multistage Holdings Inc,10.7,-3.9,-1.0,185.725,45.3252,17.0,17.70588303,770.528,4/28/2017,628877201,4.8,185.725,45.3252,77.5363,1867440.0,15 - 18,Priced Within Range,2.0,29.0,46.0,0
NDLS,Noodles & Co,20.7,0.7,-2.6,110.892,28.5961,18.0,104.1666641,514.73,6/28/2013,65540B105,0.8,110.892,28.5961,87.5346,40287400.0,15 - 17,Priced Above Range,5.0,17.0,33.0,1
NEFF,Neff Corp,3.4,2.7,1.9,157.143,10.4762,15.0,-1.0,157.143,11/21/2014,640094207,15.9,157.143,10.4762,0.0372688,3316.0,20 - 22,Priced Below Range,0.0,7.0,18.0,0
NEGG,Newegg Commerce Inc,662658.0,1.5,11.4,12.0,4.5,8.0,57.25,36.0,4/22/2010,N.A.,-0.1,12.0,4.5,0.723956,2701690.0,8-Aug,Priced Within Range,4.0,8.0,138.0,0
NEOF,Neoforma Inc,177.8,-101.9,-45.0,91.0,56.3649,13.0,302.884613,732.744,1/24/2000,640475505,-0.7,91.0,56.3649,0.0147653,3060.0,12-Oct,Priced Above Range,4.0,8.0,226.0,1
NEOS,Neos Therapeutics Inc,29.3,-26.1,-27.9,82.8,15.2087,15.0,30.26666641,217.331,7/23/2015,64052L106,-2.1,82.8,15.2087,31.548,15697800.0,14 - 16,Priced Within Range,0.0,13.0,15.0,0
NEP,NextEra Energy Partners LP,7.0,13.9,2.7,467.188,18.6875,25.0,28.0,467.19,6/27/2014,65341B106,8.7,467.188,18.6875,92.8259,80327100.0,23 - 25,Priced Within Range,2.0,15.0,19.0,0
NEPH,Nephros Inc,21.5,-39.4,-52.1,12.6,12.1221,6.0,-2.5,72.73,9/21/2004,640671400,-0.1,12.6,12.1221,46.3224,4778900.0,7-Jun,Priced Within Range,0.0,22.0,78.0,0
NESRU,National Energy Services Reuni,26.7,6.0,2.2,229.217,22.9217,10.0,0.0,229.217,5/12/2017,N.A.,1.5,229.217,22.9217,50.851,43509500.0,10-Oct,Priced Within Range,2.0,29.0,46.0,0
NET,Cloudflare Inc,52.2,-39.6,-9.3,603.75,86.6107,15.0,20.0,1299.16,9/13/2019,18915M107,0.2,603.75,86.6107,101.397,288660000.0,14-Dec,Priced Above Range,1.0,5.0,82.0,1
NEWR,New Relic Inc,17.6,-31.8,-16.6,132.25,46.7958,23.0,47.78260803,1076.3,12/12/2014,64829B100,0.056106,132.25,46.7958,96.7942,66147300.0,20 - 22,Priced Above Range,1.0,5.0,81.0,1
NEWS,First Eagle Private Credit LLC,38.5,9.2,0.4,234.6,36.2643,17.0,4.176470757,616.49,12/14/2006,65251F105,9.0,234.6,36.2643,0.00271445,1128.0,15 - 17,Priced Within Range,3.0,26.0,194.0,0
NEX,NexTier Oilfield Solutions Inc,18.3,-8.3,11.9,584.706,103.128,19.0,13.94736862,1959.43,1/20/2017,65290C105,-0.2,584.706,103.128,98.5805,242045000.0,17 - 19,Priced Within Range,2.0,29.0,46.0,0
NFLX,Netflix Inc,18.8,17.2,11.1,94.875,20.6481,15.0,11.66666698,309.72,5/22/2002,64110L106,0.8,94.875,20.6481,89.1749,396847000.0,13 - 15,Priced Within Range,4.0,8.0,167.0,0
NGL,NGL Energy Partners LP,52.0,-2.3,-0.4,84.525,9.039,21.0,-0.095238097,189.82,5/12/2011,62913M107,1.5,84.525,9.039,26.6829,34873400.0,19 - 21,Priced Within Range,2.0,2.0,2.0,0
NGLS,Targa Resources Partners LP,-4.7,-21.2,2.9,405.72,0.0,21.0,13.14285755,352.8,2/9/2007,87611X105,6.1,405.72,0.0,3.63e-06,10.0,19 - 21,Priced Within Range,2.0,2.0,2.0,0
NGM,NGM Biopharmaceuticals Inc,-10.8,-154.5,-40.8,120.342,65.8484,16.0,-8.125,1053.57,4/4/2019,62921N105,-0.9,120.342,65.8484,76.9287,62870800.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
NGSX,NeurogesX Inc,39.1,-430.7,-88.1,44.0,12.4879,11.0,-6.818181992,137.37,5/2/2007,641252101,-1.9,44.0,12.4879,0.116461,38820.0,13 - 15,Priced Below Range,0.0,13.0,15.0,0
NGVC,Natural Grocers by Vitamin Cot,1.8,1.9,4.0,107.144,21.803,15.0,19.06666756,327.05,7/25/2012,63888U108,2.3,107.144,21.803,41.3616,9384530.0,13 - 15,Priced Within Range,0.0,10.0,53.0,0
NH,NantHealth Inc,-14.3,-92.9,-31.1,96.6,121.133,14.0,32.7857132,1695.86,6/2/2016,630104107,-0.2,96.6,121.133,77.7889,89885300.0,12.50 - 15.50,Priced Within Range,1.0,5.0,22.0,0
NHWK,NightHawk Biosciences Inc,-28.3,-1659.9,-29.0,27.0,6.28694,10.0,-4.300000191,62.87,7/24/2013,42237K409,-1.5,27.0,6.28694,10.9088,2799350.0,12-Oct,Priced Within Range,0.0,13.0,15.0,0
NINE,Nine Energy Service Inc,12.4,-18.4,-2.3,185.15,24.2374,23.0,13.47826099,557.46,1/19/2018,65441V101,-1.3,185.15,24.2374,54.9338,18249700.0,20 - 23,Priced Within Range,2.0,29.0,46.0,0
NLST,Netlist Inc,201.3,3.3,-34.4,50.3125,20.4817,7.0,15.71428585,143.37,11/30/2006,64118P109,0.0275334,50.3125,20.4817,2.00619,4656300.0,9-Jul,Priced Within Range,1.0,1.0,1.0,0
NMBL,Nimble Storage Inc,24.9,-39.3,-47.6,193.2,71.4804,21.0,61.57143021,1501.09,12/13/2013,65440R101,-0.1,193.2,71.4804,0.00339717,3122.0,18 - 20,Priced Above Range,1.0,1.0,1.0,1
NMFC,New Mountain Finance Corp,-1.0,74.3,3.4,100.0,11.5978,13.75,-5.454545498,159.47,5/20/2011,647551100,-0.2,100.0,11.5978,37.1564,37504600.0,14 - 15,Priced Below Range,3.0,24.0,37.0,0
NMRK,Newmark Group Inc,52.5,25.8,4.4,322.0,138.594,14.0,-0.357142866,1940.32,12/15/2017,65158N102,-0.2,322.0,138.594,77.0286,115970000.0,14 - 15,Priced Within Range,3.0,34.0,130.0,0
NNI,Nelnet Inc,-13.2,26.2,2.1,180.323,39.015,21.0,3.809523821,819.32,12/11/2003,64031N108,14.1,180.323,39.015,67.1787,17760100.0,18 - 20,Priced Above Range,3.0,26.0,152.0,1
NODK,NI Holdings Inc,5.7,2.6,-6.1,103.5,23.0,10.0,47.5,230.0,3/16/2017,65342T106,1.3,103.5,23.0,25.3002,5344010.0,10-Oct,Priced Within Range,3.0,18.0,25.0,0
